process,pump_make,pump_model,pump_runtime_hrs,status
Etch,Edwards,E2000,33089.8,Failed
Etch,Busch,B1500,15483.3,Running
CVD,Edwards,E1000,17019.7,Failed
Diffusion,Edwards,E3000,34280.3,Running
CVD,Edwards,E3000,13582.2,Failed
CVD,Edwards,E2000,21679.5,Failed
Diffusion,Busch,B2500,14465.1,Failed
Diffusion,Busch,B2500,7565.4,Running
Diffusion,Edwards,E2000,37023.1,Failed
Etch,Busch,B2500,41858.0,Failed
Diffusion,Edwards,E3000,50317.6,Failed
Etch,Busch,B1500,38500.1,Failed
Etch,Busch,B1500,35474.4,Running
Etch,Busch,B1500,8037.4,Failed
Etch,Busch,B1500,23662.3,Failed
Etch,Busch,B2500,38196.2,Failed
Diffusion,Edwards,E2000,11709.8,Running
CVD,Busch,B2500,59827.3,Failed
Diffusion,Edwards,E3000,33863.3,Running
CVD,Edwards,E1000,965.3,Running
Etch,Busch,B500,13730.8,Failed
CVD,Busch,B500,38537.8,Failed
Etch,Edwards,E1000,27121.9,Failed
CVD,Busch,B500,13981.9,Failed
CVD,Busch,B2500,57012.5,Running
CVD,Edwards,E3000,7115.5,Running
Etch,Edwards,E3000,34604.7,Failed
Diffusion,Edwards,E2000,17967.4,Running
Etch,Busch,B2500,35480.3,Running
CVD,Edwards,E1000,18487.0,Running
CVD,Edwards,E2000,28227.8,Failed
Etch,Busch,B1500,22107.0,Failed
Diffusion,Busch,B1500,3510.7,Failed
Diffusion,Edwards,E3000,16965.5,Running
Diffusion,Edwards,E2000,10008.9,Failed
CVD,Edwards,E3000,2858.2,Failed
Etch,Busch,B1500,31100.5,Failed
Etch,Edwards,E3000,4409.4,Running
Etch,Edwards,E2000,18802.1,Running
Diffusion,Edwards,E1000,23433.1,Running
CVD,Edwards,E2000,57002.3,Failed
CVD,Busch,B1500,22827.7,Running
Diffusion,Edwards,E2000,21510.9,Running
Diffusion,Edwards,E3000,20643.8,Failed
Etch,Busch,B1500,21418.2,Failed
Etch,Edwards,E3000,15766.3,Failed
Diffusion,Edwards,E1000,35646.0,Running
Diffusion,Edwards,E2000,51148.4,Failed
CVD,Busch,B500,48247.6,Running
Diffusion,Busch,B1500,30017.2,Running
Etch,Edwards,E3000,28464.4,Failed
Etch,Edwards,E2000,35645.1,Running
CVD,Edwards,E1000,21283.3,Failed
Diffusion,Edwards,E2000,24953.3,Failed
CVD,Edwards,E1000,6543.0,Failed
Etch,Edwards,E2000,23873.9,Running
CVD,Edwards,E2000,53855.9,Failed
CVD,Edwards,E1000,28144.8,Failed
CVD,Edwards,E1000,14675.6,Failed
Diffusion,Busch,B1500,12698.7,Failed
CVD,Edwards,E2000,22479.2,Running
Etch,Busch,B2500,29168.8,Failed
Diffusion,Edwards,E3000,42488.1,Running
Etch,Edwards,E1000,25657.1,Failed
CVD,Edwards,E3000,4003.5,Running
CVD,Busch,B500,31667.9,Running
Diffusion,Busch,B2500,18037.2,Running
CVD,Edwards,E1000,2464.3,Running
Etch,Busch,B1500,28228.3,Running
Etch,Busch,B2500,11179.5,Running
CVD,Edwards,E1000,12238.8,Running
Etch,Edwards,E1000,10417.7,Running
Diffusion,Busch,B2500,34581.6,Failed
Etch,Edwards,E1000,16595.9,Failed
CVD,Edwards,E1000,11456.3,Running
CVD,Edwards,E3000,14122.3,Failed
Diffusion,Busch,B2500,48630.5,Failed
Etch,Edwards,E1000,19114.8,Running
CVD,Edwards,E1000,61660.1,Running
Etch,Busch,B1500,17917.3,Running
CVD,Busch,B1500,15305.0,Failed
CVD,Edwards,E1000,22710.1,Failed
CVD,Edwards,E1000,10210.3,Running
Diffusion,Busch,B1500,15829.2,Running
Etch,Edwards,E3000,3346.3,Running
Etch,Edwards,E2000,60873.5,Running
CVD,Edwards,E1000,8185.6,Failed
CVD,Edwards,E1000,13309.6,Failed
CVD,Busch,B500,34828.3,Running
Etch,Busch,B500,17623.3,Failed
Etch,Busch,B1500,18574.9,Running
CVD,Edwards,E1000,606.1,Running
Etch,Busch,B2500,43759.8,Running
CVD,Edwards,E1000,5095.5,Running
CVD,Busch,B1500,13512.4,Failed
CVD,Edwards,E1000,33660.3,Failed
CVD,Edwards,E1000,7243.0,Failed
Diffusion,Busch,B2500,33493.8,Running
Etch,Edwards,E2000,32867.5,Failed
CVD,Edwards,E1000,8796.9,Running
Etch,Busch,B1500,17573.5,Running
CVD,Edwards,E1000,7775.4,Running
Diffusion,Edwards,E1000,23854.1,Failed
Diffusion,Edwards,E2000,12020.7,Failed
CVD,Busch,B1500,5286.0,Failed
Diffusion,Busch,B1500,22815.9,Failed
Etch,Busch,B1500,28790.2,Failed
CVD,Busch,B500,37518.7,Failed
Etch,Busch,B1500,7877.0,Failed
CVD,Busch,B2500,41273.1,Running
Etch,Busch,B2500,39545.7,Failed
Diffusion,Busch,B1500,11731.2,Failed
Etch,Edwards,E3000,3942.0,Failed
CVD,Edwards,E3000,579.2,Failed
CVD,Edwards,E2000,31351.8,Failed
CVD,Busch,B500,26685.6,Failed
Diffusion,Edwards,E3000,17941.4,Failed
Etch,Edwards,E1000,20973.5,Running
CVD,Busch,B500,27283.1,Running
Diffusion,Edwards,E2000,14251.2,Failed
CVD,Busch,B500,20595.1,Running
CVD,Busch,B500,47339.4,Running
Etch,Busch,B1500,11444.8,Running
CVD,Edwards,E1000,22336.9,Running
Etch,Busch,B2500,47819.9,Failed
Diffusion,Edwards,E3000,43923.4,Running
Diffusion,Edwards,E3000,41224.0,Failed
Diffusion,Edwards,E2000,1370.9,Failed
Diffusion,Busch,B2500,38206.7,Failed
Etch,Busch,B2500,12693.3,Running
CVD,Busch,B2500,56852.8,Running
Etch,Edwards,E1000,32948.5,Running
CVD,Busch,B1500,19017.4,Failed
CVD,Busch,B2500,36088.2,Running
CVD,Edwards,E1000,3998.8,Running
CVD,Edwards,E1000,23479.9,Failed
Diffusion,Edwards,E2000,19863.3,Failed
Diffusion,Edwards,E2000,33058.8,Failed
CVD,Edwards,E2000,31645.1,Failed
CVD,Edwards,E1000,5730.4,Running
Etch,Busch,B1500,32633.7,Failed
CVD,Edwards,E1000,13457.7,Failed
CVD,Edwards,E1000,16722.6,Failed
Diffusion,Busch,B500,4526.8,Failed
Etch,Edwards,E2000,37460.8,Failed
CVD,Busch,B2500,52353.7,Failed
Diffusion,Busch,B1500,15325.7,Running
Etch,Busch,B1500,17820.9,Failed
Etch,Busch,B1500,23958.6,Failed
CVD,Busch,B2500,36555.0,Failed
Diffusion,Edwards,E2000,26069.5,Failed
CVD,Edwards,E2000,7119.3,Failed
Etch,Edwards,E2000,23794.6,Failed
CVD,Edwards,E1000,24592.9,Failed
Etch,Busch,B1500,28489.0,Running
CVD,Busch,B500,37011.9,Running
Etch,Busch,B1500,24279.1,Running
CVD,Edwards,E1000,7453.8,Failed
Etch,Edwards,E3000,6532.7,Failed
CVD,Edwards,E2000,32782.8,Failed
CVD,Edwards,E1000,10661.7,Failed
CVD,Edwards,E2000,44551.9,Failed
Etch,Edwards,E3000,19565.6,Running
Etch,Edwards,E1000,21284.0,Failed
Etch,Busch,B500,8092.2,Failed
Etch,Busch,B2500,40045.9,Running
Etch,Busch,B500,6652.0,Failed
Etch,Busch,B1500,1743.5,Running
Diffusion,Busch,B2500,17981.1,Running
Diffusion,Edwards,E2000,9163.8,Running
Etch,Busch,B1500,30634.1,Failed
CVD,Busch,B500,32082.0,Running
Diffusion,Edwards,E3000,26072.9,Failed
Etch,Edwards,E3000,19861.3,Failed
Etch,Busch,B500,14182.7,Failed
Etch,Busch,B500,8939.3,Failed
Etch,Busch,B1500,19107.7,Failed
CVD,Edwards,E1000,8764.2,Failed
CVD,Busch,B500,24578.6,Running
Diffusion,Busch,B2500,18625.1,Running
CVD,Busch,B1500,30192.0,Running
Diffusion,Busch,B2500,54809.8,Failed
Diffusion,Busch,B500,11366.4,Running
CVD,Edwards,E1000,18462.6,Running
Diffusion,Edwards,E3000,33709.4,Running
Etch,Busch,B2500,16792.0,Running
Etch,Busch,B2500,30552.6,Failed
Diffusion,Busch,B2500,28039.7,Failed
Etch,Busch,B500,5688.7,Failed
Diffusion,Edwards,E3000,54476.8,Failed
CVD,Busch,B1500,15894.4,Running
Diffusion,Edwards,E2000,13738.0,Failed
CVD,Busch,B1500,17285.7,Failed
Diffusion,Edwards,E2000,37219.3,Failed
CVD,Edwards,E3000,11185.5,Running
Etch,Busch,B2500,33975.6,Running
CVD,Edwards,E1000,8520.1,Failed
Diffusion,Edwards,E3000,8295.0,Running
CVD,Busch,B500,15166.6,Failed
Etch,Busch,B500,22860.3,Running
Diffusion,Edwards,E3000,23072.4,Running
Etch,Busch,B1500,19247.5,Running
CVD,Busch,B1500,15143.6,Running
Diffusion,Edwards,E3000,29782.8,Running
Diffusion,Edwards,E2000,16784.4,Running
Etch,Edwards,E1000,22233.8,Running
Diffusion,Edwards,E3000,27678.3,Failed
CVD,Edwards,E2000,17335.9,Failed
Etch,Edwards,E3000,24528.7,Failed
Etch,Busch,B500,2561.0,Failed
CVD,Busch,B1500,19511.4,Running
Etch,Busch,B1500,26057.1,Failed
Etch,Busch,B2500,22893.1,Running
Etch,Edwards,E3000,41520.3,Failed
Diffusion,Busch,B2500,29117.3,Failed
Etch,Edwards,E3000,15545.7,Failed
Etch,Busch,B1500,9198.8,Failed
Diffusion,Busch,B2500,25056.9,Failed
Etch,Edwards,E1000,23977.7,Running
Diffusion,Edwards,E2000,8904.3,Failed
CVD,Busch,B500,40403.8,Failed
Etch,Busch,B1500,35315.0,Failed
Diffusion,Edwards,E3000,24020.4,Failed
Diffusion,Edwards,E3000,44689.7,Running
CVD,Edwards,E1000,13675.0,Failed
Diffusion,Busch,B2500,18347.1,Running
Etch,Edwards,E1000,49880.3,Failed
CVD,Edwards,E1000,16283.1,Failed
Diffusion,Edwards,E3000,3004.4,Running
Etch,Edwards,E3000,47618.2,Failed
Etch,Edwards,E1000,31473.5,Failed
CVD,Edwards,E1000,29468.7,Failed
Etch,Edwards,E3000,6365.2,Failed
CVD,Busch,B1500,27217.9,Failed
CVD,Busch,B500,21975.8,Failed
Etch,Edwards,E3000,2338.1,Running
Etch,Edwards,E3000,13264.4,Failed
CVD,Busch,B500,22304.6,Running
Etch,Edwards,E2000,38131.3,Running
Etch,Edwards,E1000,21066.8,Running
Etch,Busch,B2500,13693.8,Running
CVD,Busch,B500,29242.7,Running
Etch,Busch,B1500,37280.8,Failed
Etch,Edwards,E2000,26142.7,Failed
Etch,Busch,B2500,33607.3,Running
CVD,Edwards,E1000,8183.5,Running
CVD,Busch,B2500,35070.4,Running
Etch,Busch,B1500,11653.1,Running
Diffusion,Busch,B1500,9019.0,Failed
CVD,Edwards,E1000,25972.4,Failed
Etch,Busch,B1500,10270.7,Running
Etch,Edwards,E2000,23312.3,Failed
CVD,Busch,B1500,29611.4,Failed
CVD,Edwards,E1000,20315.4,Failed
CVD,Edwards,E3000,6050.2,Failed
Etch,Busch,B500,15384.4,Failed
Etch,Busch,B1500,25822.8,Failed
Diffusion,Edwards,E2000,8411.8,Running
CVD,Busch,B2500,39566.8,Running
Diffusion,Busch,B2500,23914.7,Running
Etch,Edwards,E3000,3320.8,Running
CVD,Edwards,E3000,5961.7,Failed
CVD,Edwards,E1000,7578.6,Failed
Diffusion,Edwards,E2000,52066.0,Failed
Etch,Busch,B1500,34398.1,Running
Etch,Edwards,E3000,6052.6,Failed
Etch,Busch,B2500,16556.4,Failed
Etch,Busch,B1500,15228.4,Failed
CVD,Edwards,E3000,12950.1,Running
CVD,Edwards,E1000,18503.7,Running
Etch,Edwards,E2000,17962.9,Running
Diffusion,Edwards,E3000,44772.5,Running
Etch,Busch,B2500,30017.9,Failed
CVD,Busch,B500,20399.8,Running
Diffusion,Edwards,E2000,10537.0,Failed
CVD,Edwards,E2000,24788.0,Running
CVD,Busch,B2500,23589.4,Failed
Diffusion,Edwards,E1000,15757.4,Failed
Etch,Edwards,E1000,32897.4,Failed
Etch,Busch,B2500,46771.3,Failed
CVD,Edwards,E1000,7709.1,Running
Diffusion,Busch,B1500,28832.5,Failed
Etch,Busch,B1500,15908.6,Failed
CVD,Edwards,E1000,10184.7,Failed
Diffusion,Busch,B2500,27725.6,Running
CVD,Busch,B1500,9903.6,Running
Etch,Busch,B1500,27565.3,Failed
Diffusion,Edwards,E3000,26550.1,Failed
Etch,Edwards,E2000,35211.5,Running
Diffusion,Busch,B2500,25447.6,Running
CVD,Busch,B1500,10946.3,Failed
Etch,Edwards,E2000,9653.3,Failed
Diffusion,Edwards,E1000,30007.6,Failed
Etch,Busch,B1500,23305.0,Running
Diffusion,Edwards,E2000,20265.3,Running
Etch,Edwards,E3000,64392.7,Failed
Diffusion,Edwards,E2000,6124.0,Failed
Etch,Busch,B2500,42588.2,Running
Etch,Busch,B2500,10277.8,Running
Etch,Busch,B2500,10954.2,Failed
Diffusion,Edwards,E3000,11191.5,Running
Etch,Edwards,E3000,23772.0,Failed
Etch,Busch,B1500,39816.5,Failed
Diffusion,Busch,B2500,39308.1,Failed
CVD,Edwards,E1000,4911.7,Failed
CVD,Busch,B1500,29580.7,Failed
Diffusion,Edwards,E1000,26875.1,Failed
CVD,Edwards,E1000,11889.9,Failed
CVD,Edwards,E2000,16383.6,Failed
Etch,Busch,B500,1459.9,Running
CVD,Edwards,E3000,78.1,Failed
CVD,Busch,B500,27691.1,Failed
Etch,Edwards,E1000,9713.9,Failed
CVD,Busch,B1500,21522.7,Failed
Diffusion,Edwards,E1000,31742.0,Failed
CVD,Busch,B500,63935.1,Running
Etch,Busch,B1500,889.2,Running
Etch,Edwards,E2000,32736.4,Failed
Etch,Busch,B2500,49060.9,Running
Etch,Busch,B1500,24693.0,Failed
CVD,Edwards,E1000,32756.0,Failed
Diffusion,Edwards,E2000,12042.4,Running
Etch,Busch,B1500,20406.3,Failed
Diffusion,Edwards,E1000,21515.1,Running
Etch,Busch,B1500,36818.7,Running
CVD,Busch,B2500,23751.8,Failed
Diffusion,Edwards,E1000,18369.8,Running
CVD,Edwards,E2000,13853.2,Failed
Diffusion,Busch,B2500,25118.3,Failed
Diffusion,Busch,B500,13942.2,Failed
Etch,Busch,B1500,19583.4,Failed
CVD,Edwards,E3000,16300.3,Running
Diffusion,Edwards,E3000,35872.3,Failed
CVD,Busch,B1500,33819.6,Failed
Etch,Busch,B2500,22193.0,Failed
Diffusion,Busch,B2500,14172.7,Running
CVD,Busch,B1500,35281.2,Failed
Diffusion,Edwards,E2000,7861.9,Failed
CVD,Busch,B2500,54607.3,Running
Diffusion,Busch,B2500,31933.4,Running
Etch,Busch,B2500,24564.6,Running
CVD,Edwards,E2000,6068.4,Failed
Diffusion,Edwards,E3000,10707.4,Running
Diffusion,Edwards,E3000,23504.0,Failed
Diffusion,Edwards,E2000,17802.7,Running
Etch,Busch,B2500,28936.9,Running
Etch,Edwards,E2000,9187.1,Running
Etch,Edwards,E3000,5879.4,Failed
Diffusion,Edwards,E2000,26931.9,Running
Etch,Busch,B500,505.9,Running
Diffusion,Edwards,E2000,25570.1,Failed
Diffusion,Edwards,E1000,18684.4,Failed
Diffusion,Busch,B2500,43297.3,Failed
Etch,Busch,B2500,47842.0,Failed
Etch,Edwards,E2000,12001.9,Failed
Etch,Busch,B1500,23960.8,Failed
Diffusion,Edwards,E2000,8377.8,Failed
Etch,Edwards,E3000,19635.2,Failed
Etch,Busch,B1500,37781.2,Failed
Etch,Busch,B1500,21971.1,Running
Etch,Edwards,E1000,16689.3,Failed
Etch,Busch,B1500,17703.0,Running
Etch,Edwards,E2000,27851.6,Failed
Etch,Busch,B2500,17560.8,Running
Etch,Busch,B2500,34377.2,Failed
Etch,Busch,B2500,34310.6,Failed
Etch,Busch,B2500,44672.2,Running
CVD,Edwards,E1000,10548.6,Running
Diffusion,Edwards,E1000,19575.5,Failed
CVD,Busch,B2500,42689.7,Failed
Etch,Edwards,E2000,36539.3,Failed
Etch,Busch,B2500,24530.5,Failed
Etch,Busch,B2500,55014.0,Failed
Diffusion,Busch,B2500,31407.3,Running
Diffusion,Busch,B500,8488.9,Failed
Diffusion,Busch,B1500,11813.1,Failed
Etch,Busch,B1500,1478.4,Running
CVD,Busch,B2500,33151.4,Running
Etch,Edwards,E1000,20801.2,Failed
Diffusion,Edwards,E3000,43493.5,Failed
CVD,Edwards,E1000,16616.8,Failed
CVD,Edwards,E1000,6803.3,Failed
Etch,Busch,B2500,25000.8,Failed
Etch,Busch,B2500,34258.5,Failed
Diffusion,Edwards,E1000,14877.9,Failed
Diffusion,Edwards,E2000,21706.6,Running
CVD,Busch,B2500,50078.7,Failed
Etch,Edwards,E2000,52452.3,Failed
CVD,Edwards,E2000,24833.1,Failed
Diffusion,Edwards,E2000,14555.9,Failed
Etch,Busch,B500,885.5,Failed
Diffusion,Edwards,E2000,38707.1,Failed
Diffusion,Busch,B2500,29404.7,Failed
Etch,Busch,B2500,43803.4,Failed
CVD,Edwards,E1000,14624.4,Failed
Etch,Edwards,E1000,13182.7,Failed
Etch,Edwards,E2000,21053.8,Running
Etch,Busch,B2500,50190.5,Failed
CVD,Busch,B1500,31313.8,Failed
Etch,Edwards,E1000,13491.0,Running
Etch,Busch,B1500,33717.9,Failed
Etch,Busch,B2500,31350.2,Failed
CVD,Busch,B2500,26309.6,Failed
Etch,Edwards,E1000,25758.4,Running
Etch,Edwards,E1000,23941.1,Failed
CVD,Busch,B500,44025.5,Failed
Diffusion,Busch,B2500,31980.0,Failed
CVD,Edwards,E1000,5451.2,Failed
Diffusion,Busch,B2500,28977.6,Failed
Diffusion,Busch,B1500,31674.8,Failed
CVD,Edwards,E1000,14870.0,Running
Diffusion,Edwards,E3000,31234.3,Running
Diffusion,Edwards,E2000,5286.1,Running
CVD,Edwards,E1000,8883.2,Failed
Etch,Busch,B2500,34194.9,Running
Etch,Edwards,E1000,34699.1,Failed
Etch,Edwards,E2000,37117.6,Failed
Diffusion,Busch,B2500,25425.5,Failed
Diffusion,Edwards,E3000,44304.8,Running
Etch,Edwards,E2000,38438.4,Failed
CVD,Edwards,E2000,23888.3,Failed
CVD,Edwards,E1000,3082.4,Running
Diffusion,Edwards,E3000,24819.9,Failed
Diffusion,Busch,B1500,14132.4,Running
CVD,Edwards,E2000,16434.9,Running
Etch,Edwards,E1000,5982.5,Running
CVD,Busch,B1500,27153.6,Failed
Etch,Edwards,E1000,5098.5,Running
Diffusion,Busch,B2500,35562.4,Failed
Diffusion,Edwards,E3000,39461.8,Failed
Etch,Busch,B500,20371.6,Failed
Diffusion,Busch,B2500,36322.5,Running
Etch,Busch,B1500,29548.1,Failed
Diffusion,Busch,B2500,2686.5,Running
CVD,Busch,B2500,29988.0,Running
Etch,Busch,B2500,51679.3,Failed
CVD,Edwards,E2000,22119.8,Failed
Diffusion,Edwards,E2000,20916.3,Failed
Diffusion,Busch,B2500,36100.5,Running
Etch,Busch,B2500,37955.7,Running
Diffusion,Edwards,E3000,27624.0,Running
Diffusion,Edwards,E2000,1838.5,Running
CVD,Edwards,E1000,14889.0,Failed
Diffusion,Edwards,E2000,8132.9,Failed
Diffusion,Edwards,E3000,57471.1,Running
Etch,Edwards,E3000,7520.4,Failed
Etch,Edwards,E2000,50484.4,Failed
Diffusion,Edwards,E1000,31146.2,Failed
Etch,Edwards,E2000,26580.3,Failed
Diffusion,Edwards,E3000,15249.2,Failed
Diffusion,Edwards,E1000,23718.1,Failed
Diffusion,Edwards,E3000,22326.7,Failed
Diffusion,Busch,B2500,22744.6,Running
CVD,Busch,B500,45603.0,Failed
Etch,Edwards,E2000,15638.5,Running
CVD,Edwards,E1000,8025.2,Failed
CVD,Edwards,E1000,17575.7,Failed
Etch,Busch,B2500,35933.2,Failed
CVD,Busch,B2500,37643.2,Failed
Etch,Busch,B1500,41303.8,Failed
Etch,Busch,B2500,40985.4,Failed
Etch,Edwards,E3000,5375.8,Failed
CVD,Busch,B2500,42253.5,Running
Etch,Busch,B2500,28695.6,Failed
Diffusion,Edwards,E3000,28900.3,Running
Diffusion,Busch,B1500,26263.6,Failed
CVD,Edwards,E3000,1207.2,Running
Etch,Busch,B1500,13136.5,Running
Etch,Busch,B500,6655.1,Failed
Diffusion,Edwards,E2000,27364.1,Failed
Diffusion,Edwards,E2000,12095.0,Failed
CVD,Busch,B2500,44411.5,Failed
Etch,Edwards,E1000,15735.9,Running
Diffusion,Edwards,E2000,3776.7,Running
Diffusion,Edwards,E2000,18276.9,Failed
CVD,Edwards,E1000,15318.1,Running
Etch,Edwards,E1000,1330.1,Running
CVD,Busch,B500,32216.8,Running
CVD,Edwards,E2000,21342.4,Running
Etch,Edwards,E2000,17606.9,Failed
CVD,Edwards,E1000,6613.2,Failed
CVD,Busch,B2500,47517.2,Running
Etch,Edwards,E3000,23735.2,Failed
Etch,Busch,B1500,16697.5,Failed
Etch,Busch,B1500,38868.0,Failed
Diffusion,Edwards,E1000,30559.1,Failed
CVD,Edwards,E3000,4936.9,Failed
Diffusion,Edwards,E2000,16265.6,Running
Etch,Busch,B2500,37779.3,Running
Etch,Busch,B2500,23158.9,Running
CVD,Busch,B2500,35770.8,Running
Diffusion,Edwards,E2000,3809.3,Running
Etch,Busch,B1500,24465.5,Failed
Etch,Busch,B1500,12277.2,Failed
CVD,Edwards,E3000,2803.9,Failed
Diffusion,Edwards,E2000,28264.8,Failed
Diffusion,Edwards,E2000,36475.3,Running
Etch,Busch,B1500,35120.3,Failed
CVD,Busch,B1500,19228.4,Failed
CVD,Edwards,E1000,3321.1,Running
Etch,Edwards,E1000,29825.0,Failed
CVD,Edwards,E1000,13270.5,Failed
CVD,Edwards,E1000,4171.0,Running
Diffusion,Busch,B2500,30942.1,Running
Etch,Busch,B500,5696.4,Running
Diffusion,Busch,B1500,15148.5,Failed
Etch,Edwards,E3000,41140.1,Failed
Etch,Busch,B1500,25503.5,Running
Etch,Busch,B1500,23100.5,Failed
Diffusion,Edwards,E3000,43544.3,Failed
CVD,Edwards,E2000,26071.0,Failed
Etch,Edwards,E2000,19787.7,Failed
Diffusion,Edwards,E3000,37795.3,Failed
Etch,Busch,B500,6054.0,Failed
Diffusion,Edwards,E1000,23287.2,Failed
CVD,Edwards,E2000,40329.0,Failed
Etch,Edwards,E1000,4973.6,Running
Diffusion,Busch,B2500,28603.8,Failed
Diffusion,Edwards,E3000,48685.4,Failed
Etch,Edwards,E2000,31643.1,Running
Diffusion,Busch,B500,7968.4,Running
Etch,Busch,B1500,10940.0,Running
CVD,Edwards,E2000,17593.2,Failed
Etch,Busch,B500,502.9,Failed
CVD,Edwards,E3000,10358.1,Failed
CVD,Edwards,E1000,26634.8,Failed
Etch,Busch,B500,21964.5,Failed
Etch,Busch,B500,2195.9,Running
Diffusion,Edwards,E2000,6990.8,Failed
CVD,Edwards,E1000,4092.7,Running
Etch,Busch,B1500,15017.1,Failed
Diffusion,Edwards,E2000,5944.6,Running
Etch,Busch,B500,26449.6,Failed
Etch,Busch,B2500,33408.3,Running
Etch,Edwards,E3000,15698.9,Running
CVD,Edwards,E3000,14829.8,Failed
Diffusion,Busch,B2500,33052.4,Running
CVD,Busch,B1500,31523.7,Failed
CVD,Edwards,E3000,1677.8,Running
Etch,Edwards,E3000,5919.6,Running
Etch,Busch,B500,726.0,Running
Etch,Busch,B2500,20185.2,Failed
Etch,Busch,B1500,4232.8,Failed
CVD,Edwards,E1000,23715.0,Failed
Etch,Edwards,E1000,6065.6,Running
CVD,Edwards,E1000,26262.5,Failed
Etch,Edwards,E2000,14016.9,Failed
Diffusion,Busch,B2500,51475.1,Failed
Etch,Busch,B2500,25859.5,Running
Etch,Busch,B2500,42449.2,Failed
Etch,Edwards,E2000,10954.6,Running
Diffusion,Edwards,E1000,22126.6,Running
Diffusion,Busch,B2500,36076.9,Failed
Diffusion,Busch,B1500,5147.4,Running
Diffusion,Edwards,E2000,21446.4,Running
Diffusion,Edwards,E2000,19181.7,Running
Etch,Edwards,E1000,3514.6,Running
CVD,Edwards,E3000,3595.0,Running
CVD,Edwards,E1000,27064.8,Running
CVD,Edwards,E1000,31049.3,Failed
Etch,Busch,B1500,9984.3,Failed
Diffusion,Edwards,E1000,15688.3,Running
CVD,Busch,B500,42837.9,Running
CVD,Busch,B2500,40644.0,Failed
CVD,Edwards,E1000,9540.6,Failed
CVD,Busch,B500,68453.2,Failed
Diffusion,Edwards,E1000,24947.0,Running
Diffusion,Edwards,E1000,8544.7,Failed
Diffusion,Edwards,E2000,5105.8,Running
Etch,Edwards,E1000,10896.0,Failed
Etch,Edwards,E3000,804.2,Running
Etch,Busch,B1500,14910.5,Failed
CVD,Busch,B500,28391.0,Failed
CVD,Edwards,E1000,7485.8,Running
Diffusion,Busch,B1500,19383.0,Failed
Etch,Busch,B500,11681.3,Failed
CVD,Edwards,E1000,14607.0,Running
Diffusion,Edwards,E1000,19091.7,Failed
Etch,Busch,B1500,23543.4,Running
Etch,Busch,B2500,23559.7,Failed
Diffusion,Busch,B2500,35218.2,Running
CVD,Busch,B1500,15375.6,Running
Diffusion,Busch,B2500,22631.6,Running
CVD,Edwards,E2000,20837.1,Failed
CVD,Edwards,E3000,4691.4,Failed
Diffusion,Busch,B2500,27893.5,Running
CVD,Edwards,E3000,20414.9,Failed
Etch,Busch,B500,34761.3,Failed
CVD,Busch,B2500,18229.7,Failed
Etch,Edwards,E1000,10656.0,Failed
CVD,Edwards,E1000,6350.0,Running
Etch,Busch,B500,9244.1,Failed
Diffusion,Edwards,E2000,52079.3,Running
Etch,Busch,B2500,28778.4,Running
Etch,Edwards,E1000,17565.3,Running
Etch,Edwards,E1000,2876.4,Running
CVD,Edwards,E3000,9185.3,Failed
Etch,Busch,B1500,20062.0,Failed
Etch,Busch,B500,2782.7,Running
Etch,Busch,B2500,22413.6,Running
Etch,Busch,B1500,11291.0,Failed
Diffusion,Busch,B2500,53689.1,Running
Diffusion,Edwards,E3000,44643.3,Running
Etch,Busch,B2500,38510.8,Failed
CVD,Edwards,E1000,19288.0,Failed
Diffusion,Edwards,E2000,5843.5,Running
CVD,Edwards,E1000,1346.3,Running
Diffusion,Busch,B2500,49861.7,Failed
Diffusion,Busch,B1500,8193.8,Running
Etch,Edwards,E1000,11634.0,Failed
CVD,Edwards,E1000,2590.5,Running
CVD,Busch,B500,36581.8,Running
CVD,Edwards,E1000,31586.7,Failed
Diffusion,Edwards,E2000,14614.3,Running
Diffusion,Busch,B2500,40353.2,Failed
CVD,Busch,B500,18308.5,Failed
Etch,Busch,B2500,11724.6,Failed
Diffusion,Edwards,E1000,25382.5,Running
Diffusion,Busch,B2500,42391.7,Running
Etch,Edwards,E3000,3656.5,Running
Diffusion,Edwards,E2000,33642.1,Failed
CVD,Busch,B2500,34419.8,Running
CVD,Edwards,E1000,6182.3,Failed
Diffusion,Busch,B1500,3847.8,Running
Etch,Busch,B1500,6911.5,Running
Diffusion,Busch,B2500,34473.8,Running
Etch,Busch,B2500,41483.7,Failed
Etch,Busch,B2500,35088.7,Running
Etch,Edwards,E1000,27570.9,Failed
Etch,Edwards,E3000,14940.8,Failed
Diffusion,Edwards,E2000,39604.0,Failed
CVD,Busch,B1500,30691.9,Failed
Etch,Busch,B1500,19674.6,Failed
Etch,Busch,B1500,6551.4,Running
CVD,Edwards,E1000,12453.3,Failed
Etch,Busch,B2500,56224.8,Failed
Diffusion,Busch,B1500,9522.4,Running
Etch,Busch,B2500,26556.2,Running
Diffusion,Edwards,E3000,44571.3,Running
Etch,Busch,B1500,10595.6,Failed
Etch,Edwards,E3000,39.9,Running
Diffusion,Edwards,E1000,13470.2,Running
Diffusion,Busch,B1500,4969.8,Running
CVD,Busch,B500,39921.4,Running
Diffusion,Edwards,E2000,13246.2,Running
CVD,Edwards,E1000,6284.7,Failed
CVD,Edwards,E1000,20787.0,Running
